"seqnames"	"start"	"end"	"width"	"strand"	"target"
"chr19"	47424413	47424413	1	"+"	1
"chr19"	47504559	47504559	1	"+"	1
"chr19"	47504626	47504626	1	"+"	1
"chr19"	47712912	47712912	1	"+"	1
"chr19"	47856260	47856260	1	"+"	1
"chr19"	47856712	47856712	1	"+"	1
"chr19"	47885426	47885426	1	"+"	1
"chr19"	48698445	48698445	1	"+"	1
"chr19"	48698517	48698517	1	"+"	1
"chr19"	48956035	48956035	1	"+"	1
"chr19"	48956138	48956138	1	"+"	1
"chr19"	48956370	48956370	1	"+"	1
"chr19"	48956513	48956513	1	"+"	1
"chr19"	48956936	48956936	1	"+"	1
"chr19"	48984117	48984117	1	"+"	1
"chr19"	49995084	49995084	1	"+"	1
"chr19"	50100300	50100300	1	"+"	1
"chr19"	50155721	50155721	1	"+"	1
"chr19"	50155756	50155756	1	"+"	1
"chr19"	50155854	50155854	1	"+"	1
"chr19"	50156386	50156386	1	"+"	1
"chr19"	50156618	50156618	1	"+"	1
"chr19"	50156936	50156936	1	"+"	1
"chr19"	50549183	50549183	1	"+"	1
"chr19"	50743545	50743545	1	"+"	1
"chr19"	50837787	50837787	1	"+"	1
"chr19"	51015584	51015584	1	"+"	1
"chr19"	54697227	54697227	1	"+"	1
"chr19"	54972580	54972580	1	"+"	1
"chr19"	54972637	54972637	1	"+"	1
"chr19"	54973047	54973047	1	"+"	1
"chr19"	55899824	55899824	1	"+"	1
"chr19"	56127002	56127002	1	"+"	1
"chr19"	56127097	56127097	1	"+"	1
"chr19"	56127439	56127439	1	"+"	1
"chr19"	56128112	56128112	1	"+"	1
"chr19"	56128271	56128271	1	"+"	1
"chr19"	56156956	56156956	1	"+"	1
"chr19"	56165866	56165866	1	"+"	1
"chr19"	56166052	56166052	1	"+"	1
"chr19"	56185424	56185424	1	"+"	1
"chr19"	57133254	57133254	1	"+"	1
"chr19"	57802642	57802642	1	"+"	1
"chr19"	57804164	57804164	1	"+"	1
"chr19"	57804727	57804727	1	"+"	1
"chr19"	57910137	57910137	1	"+"	1
"chr19"	57931273	57931273	1	"+"	1
"chr19"	57955127	57955127	1	"+"	1
"chr19"	57956881	57956881	1	"+"	1
"chr19"	58152579	58152579	1	"+"	1
"chr19"	58266982	58266982	1	"+"	1
"chr19"	58520862	58520862	1	"+"	1
"chr19"	58867067	58867067	1	"+"	1
"chr19"	58967681	58967681	1	"+"	1
"chr19"	58983229	58983229	1	"+"	1
"chr19"	58984675	58984675	1	"+"	1
"chr19"	58987299	58987299	1	"+"	1
"chr19"	410465	410465	1	"-"	1
"chr19"	410777	410777	1	"-"	1
"chr19"	413868	413868	1	"-"	1
"chr19"	416953	416953	1	"-"	1
"chr19"	867991	867991	1	"-"	1
"chr19"	868289	868289	1	"-"	1
"chr19"	1010467	1010467	1	"-"	1
"chr19"	1010731	1010731	1	"-"	1
"chr19"	1021031	1021031	1	"-"	1
"chr19"	1086215	1086215	1	"-"	1
"chr19"	1087723	1087723	1	"-"	1
"chr19"	1393412	1393412	1	"-"	1
"chr19"	1460945	1460945	1	"-"	1
"chr19"	1474915	1474915	1	"-"	1
"chr19"	1555788	1555788	1	"-"	1
"chr19"	1574701	1574701	1	"-"	1
"chr19"	1576711	1576711	1	"-"	1
"chr19"	1576928	1576928	1	"-"	1
"chr19"	1577000	1577000	1	"-"	1
"chr19"	1577030	1577030	1	"-"	1
"chr19"	1577201	1577201	1	"-"	1
"chr19"	1577345	1577345	1	"-"	1
"chr19"	1577483	1577483	1	"-"	1
"chr19"	1577704	1577704	1	"-"	1
"chr19"	1577738	1577738	1	"-"	1
"chr19"	1577829	1577829	1	"-"	1
"chr19"	1578272	1578272	1	"-"	1
"chr19"	1827547	1827547	1	"-"	1
"chr19"	1827925	1827925	1	"-"	1
"chr19"	1828231	1828231	1	"-"	1
"chr19"	1986236	1986236	1	"-"	1
"chr19"	2426831	2426831	1	"-"	1
"chr19"	2428410	2428410	1	"-"	1
"chr19"	2430422	2430422	1	"-"	1
"chr19"	2430798	2430798	1	"-"	1
"chr19"	2650869	2650869	1	"-"	1
"chr19"	2716280	2716280	1	"-"	1
"chr19"	2716395	2716395	1	"-"	1
"chr19"	2732432	2732432	1	"-"	1
"chr19"	2732609	2732609	1	"-"	1
"chr19"	2733069	2733069	1	"-"	1
"chr19"	2755391	2755391	1	"-"	1
"chr19"	2755518	2755518	1	"-"	1
"chr19"	3491566	3491566	1	"-"	1
"chr19"	3630955	3630955	1	"-"	1
"chr19"	3632061	3632061	1	"-"	1
"chr19"	3632391	3632391	1	"-"	1
"chr19"	3958728	3958728	1	"-"	1
"chr19"	3959157	3959157	1	"-"	1
"chr19"	3976326	3976326	1	"-"	1
"chr19"	3976466	3976466	1	"-"	1
"chr19"	3976518	3976518	1	"-"	1
"chr19"	5244473	5244473	1	"-"	1
"chr19"	5593581	5593581	1	"-"	1
"chr19"	5691991	5691991	1	"-"	1
"chr19"	5917453	5917453	1	"-"	1
"chr19"	6210559	6210559	1	"-"	1
"chr19"	6211192	6211192	1	"-"	1
"chr19"	6380258	6380258	1	"-"	1
"chr19"	6414859	6414859	1	"-"	1
"chr19"	6415161	6415161	1	"-"	1
"chr19"	7115351	7115351	1	"-"	1
"chr19"	8027692	8027692	1	"-"	1
"chr19"	8028413	8028413	1	"-"	1
"chr19"	8028477	8028477	1	"-"	1
"chr19"	8367062	8367062	1	"-"	1
"chr19"	9676842	9676842	1	"-"	1
"chr19"	9677059	9677059	1	"-"	1
"chr19"	9677611	9677611	1	"-"	1
"chr19"	9677649	9677649	1	"-"	1
"chr19"	9764115	9764115	1	"-"	1
"chr19"	10250911	10250911	1	"-"	1
"chr19"	10420927	10420927	1	"-"	1
"chr19"	10427410	10427410	1	"-"	1
"chr19"	10439708	10439708	1	"-"	1
"chr19"	10602397	10602397	1	"-"	1
"chr19"	10664169	10664169	1	"-"	1
"chr19"	11257021	11257021	1	"-"	1
"chr19"	11664151	11664151	1	"-"	1
"chr19"	12775727	12775727	1	"-"	1
"chr19"	12817311	12817311	1	"-"	1
"chr19"	12841626	12841626	1	"-"	1
"chr19"	12841744	12841744	1	"-"	1
"chr19"	13064575	13064575	1	"-"	1
"chr19"	14201008	14201008	1	"-"	1
"chr19"	14203751	14203751	1	"-"	1
"chr19"	14231190	14231190	1	"-"	1
"chr19"	14231407	14231407	1	"-"	1
"chr19"	14274074	14274074	1	"-"	1
"chr19"	14523890	14523890	1	"-"	1
"chr19"	14626721	14626721	1	"-"	1
"chr19"	14627636	14627636	1	"-"	1
"chr19"	14627693	14627693	1	"-"	1
"chr19"	14676921	14676921	1	"-"	1
"chr19"	15348669	15348669	1	"-"	1
"chr19"	15348919	15348919	1	"-"	1
"chr19"	15348996	15348996	1	"-"	1
"chr19"	15533691	15533691	1	"-"	1
"chr19"	15538171	15538171	1	"-"	1
"chr19"	16629432	16629432	1	"-"	1
"chr19"	16630034	16630034	1	"-"	1
"chr19"	16664037	16664037	1	"-"	1
"chr19"	16664426	16664426	1	"-"	1
"chr19"	17343066	17343066	1	"-"	1
"chr19"	18391071	18391071	1	"-"	1
"chr19"	18391123	18391123	1	"-"	1
"chr19"	18391175	18391175	1	"-"	1
"chr19"	18391375	18391375	1	"-"	1
"chr19"	18391504	18391504	1	"-"	1
"chr19"	18417883	18417883	1	"-"	1
"chr19"	18547630	18547630	1	"-"	1
"chr19"	19120795	19120795	1	"-"	1
"chr19"	19136576	19136576	1	"-"	1
"chr19"	19136717	19136717	1	"-"	1
"chr19"	19822940	19822940	1	"-"	1
"chr19"	19823522	19823522	1	"-"	1
"chr19"	21909552	21909552	1	"-"	1
"chr19"	23406108	23406108	1	"-"	1
"chr19"	30193623	30193623	1	"-"	1
"chr19"	31767567	31767567	1	"-"	1
"chr19"	33792140	33792140	1	"-"	1
"chr19"	36034225	36034225	1	"-"	1
"chr19"	37005294	37005294	1	"-"	1
"chr19"	37006038	37006038	1	"-"	1
"chr19"	37006437	37006437	1	"-"	1
"chr19"	37643644	37643644	1	"-"	1
"chr19"	38187601	38187601	1	"-"	1
"chr19"	38188144	38188144	1	"-"	1
"chr19"	39432664	39432664	1	"-"	1
"chr19"	39432862	39432862	1	"-"	1
"chr19"	40539479	40539479	1	"-"	1
"chr19"	40580919	40580919	1	"-"	1
"chr19"	40828124	40828124	1	"-"	1
"chr19"	40947294	40947294	1	"-"	1
"chr19"	41173138	41173138	1	"-"	1
"chr19"	41173379	41173379	1	"-"	1
"chr19"	41859364	41859364	1	"-"	1
"chr19"	42703583	42703583	1	"-"	1
"chr19"	42753338	42753338	1	"-"	1
"chr19"	44096736	44096736	1	"-"	1
"chr19"	44153080	44153080	1	"-"	1
"chr19"	45853938	45853938	1	"-"	1
"chr19"	46056604	46056604	1	"-"	1
"chr19"	46215207	46215207	1	"-"	1
"chr19"	46215580	46215580	1	"-"	1
"chr19"	46215681	46215681	1	"-"	1
"chr19"	46216251	46216251	1	"-"	1
"chr19"	46286698	46286698	1	"-"	1
"chr19"	46287346	46287346	1	"-"	1
"chr19"	46289156	46289156	1	"-"	1
"chr19"	46387464	46387464	1	"-"	1
"chr19"	46388403	46388403	1	"-"	1
"chr19"	46388920	46388920	1	"-"	1
"chr19"	46913926	46913926	1	"-"	1
"chr19"	47177606	47177606	1	"-"	1
"chr19"	47278225	47278225	1	"-"	1
"chr19"	47291016	47291016	1	"-"	1
"chr19"	47291134	47291134	1	"-"	1
"chr19"	47291365	47291365	1	"-"	1
"chr19"	47291463	47291463	1	"-"	1
"chr19"	47291525	47291525	1	"-"	1
"chr19"	47291745	47291745	1	"-"	1
"chr19"	47341558	47341558	1	"-"	1
"chr19"	47341665	47341665	1	"-"	1
"chr19"	47549199	47549199	1	"-"	1
"chr19"	47567731	47567731	1	"-"	1
"chr19"	47568358	47568358	1	"-"	1
"chr19"	47569704	47569704	1	"-"	1
"chr19"	47570135	47570135	1	"-"	1
"chr19"	47570969	47570969	1	"-"	1
"chr19"	47724779	47724779	1	"-"	1
"chr19"	47724977	47724977	1	"-"	1
"chr19"	47725110	47725110	1	"-"	1
"chr19"	48714217	48714217	1	"-"	1
"chr19"	48886370	48886370	1	"-"	1
"chr19"	49253078	49253078	1	"-"	1
"chr19"	49253799	49253799	1	"-"	1
"chr19"	49254257	49254257	1	"-"	1
"chr19"	49844566	49844566	1	"-"	1
"chr19"	50380457	50380457	1	"-"	1
"chr19"	50411617	50411617	1	"-"	1
"chr19"	50412357	50412357	1	"-"	1
"chr19"	51301423	51301423	1	"-"	1
"chr19"	51301605	51301605	1	"-"	1
"chr19"	51301752	51301752	1	"-"	1
"chr19"	51302068	51302068	1	"-"	1
"chr19"	52394105	52394105	1	"-"	1
"chr19"	52394844	52394844	1	"-"	1
"chr19"	55770191	55770191	1	"-"	1
"chr19"	55799153	55799153	1	"-"	1
"chr19"	56088979	56088979	1	"-"	1
"chr19"	56089067	56089067	1	"-"	1
"chr19"	56103773	56103773	1	"-"	1
"chr19"	57985423	57985423	1	"-"	1
"chr19"	58418828	58418828	1	"-"	1
"chr19"	58418933	58418933	1	"-"	1
"chr19"	58452260	58452260	1	"-"	1
"chr2"	3392059	3392059	1	"+"	1
"chr2"	3471078	3471078	1	"+"	1
"chr2"	10187981	10187981	1	"+"	1
"chr2"	10350690	10350690	1	"+"	1
"chr2"	11605863	11605863	1	"+"	1
"chr2"	17963032	17963032	1	"+"	1
"chr2"	19561055	19561055	1	"+"	1
"chr2"	20647495	20647495	1	"+"	1
"chr2"	20647867	20647867	1	"+"	1
"chr2"	20647968	20647968	1	"+"	1
"chr2"	20648420	20648420	1	"+"	1
"chr2"	20648463	20648463	1	"+"	1
"chr2"	25042835	25042835	1	"+"	1
"chr2"	25043205	25043205	1	"+"	1
"chr2"	25043642	25043642	1	"+"	1
"chr2"	25053491	25053491	1	"+"	1
"chr2"	25053809	25053809	1	"+"	1
"chr2"	26257116	26257116	1	"+"	1
"chr2"	27001121	27001121	1	"+"	1
"chr2"	27001150	27001150	1	"+"	1
"chr2"	27001337	27001337	1	"+"	1
"chr2"	27439855	27439855	1	"+"	1
"chr2"	27466525	27466525	1	"+"	1
"chr2"	27678767	27678767	1	"+"	1
"chr2"	27873147	27873147	1	"+"	1
"chr2"	29022210	29022210	1	"+"	1
"chr2"	29169678	29169678	1	"+"	1
"chr2"	32640210	32640210	1	"+"	1
"chr2"	32740216	32740216	1	"+"	1
"chr2"	32842987	32842987	1	"+"	1
"chr2"	44428589	44428589	1	"+"	1
"chr2"	44428818	44428818	1	"+"	1
"chr2"	45690153	45690153	1	"+"	1
"chr2"	47637388	47637388	1	"+"	1
"chr2"	48026460	48026460	1	"+"	1
"chr2"	48026578	48026578	1	"+"	1
"chr2"	48027109	48027109	1	"+"	1
"chr2"	48027897	48027897	1	"+"	1
"chr2"	48027923	48027923	1	"+"	1
"chr2"	54785745	54785745	1	"+"	1
"chr2"	54856556	54856556	1	"+"	1
"chr2"	54856811	54856811	1	"+"	1
"chr2"	54858132	54858132	1	"+"	1
"chr2"	61259110	61259110	1	"+"	1
"chr2"	65248350	65248350	1	"+"	1
"chr2"	65248457	65248457	1	"+"	1
"chr2"	65248770	65248770	1	"+"	1
"chr2"	65495933	65495933	1	"+"	1
"chr2"	67630816	67630816	1	"+"	1
"chr2"	68319075	68319075	1	"+"	1
"chr2"	69472873	69472873	1	"+"	1
"chr2"	70314902	70314902	1	"+"	1
"chr2"	70315741	70315741	1	"+"	1
"chr2"	70504529	70504529	1	"+"	1
"chr2"	71305677	71305677	1	"+"	1
"chr2"	71575992	71575992	1	"+"	1
"chr2"	71576116	71576116	1	"+"	1
"chr2"	71576171	71576171	1	"+"	1
"chr2"	71576552	71576552	1	"+"	1
"chr2"	71650413	71650413	1	"+"	1
"chr2"	71650875	71650875	1	"+"	1
"chr2"	71653727	71653727	1	"+"	1
"chr2"	71654443	71654443	1	"+"	1
"chr2"	73718587	73718587	1	"+"	1
"chr2"	74213432	74213432	1	"+"	1
"chr2"	74213586	74213586	1	"+"	1
"chr2"	74273454	74273454	1	"+"	1
"chr2"	74274335	74274335	1	"+"	1
"chr2"	74441369	74441369	1	"+"	1
"chr2"	74442259	74442259	1	"+"	1
"chr2"	74685225	74685225	1	"+"	1
"chr2"	74730372	74730372	1	"+"	1
"chr2"	75118194	75118194	1	"+"	1
"chr2"	86364742	86364742	1	"+"	1
"chr2"	96937106	96937106	1	"+"	1
"chr2"	96937141	96937141	1	"+"	1
"chr2"	96992851	96992851	1	"+"	1
"chr2"	97483015	97483015	1	"+"	1
"chr2"	101635040	101635040	1	"+"	1
"chr2"	105472880	105472880	1	"+"	1
"chr2"	109380123	109380123	1	"+"	1
"chr2"	109381172	109381172	1	"+"	1
"chr2"	109381630	109381630	1	"+"	1
"chr2"	109382344	109382344	1	"+"	1
"chr2"	109384753	109384753	1	"+"	1
"chr2"	113417117	113417117	1	"+"	1
"chr2"	115479737	115479737	1	"+"	1
"chr2"	127453920	127453920	1	"+"	1
"chr2"	131104117	131104117	1	"+"	1
"chr2"	132481539	132481539	1	"+"	1
"chr2"	135206492	135206492	1	"+"	1
"chr2"	135206688	135206688	1	"+"	1
"chr2"	135926305	135926305	1	"+"	1
"chr2"	136481828	136481828	1	"+"	1
"chr2"	147345245	147345245	1	"+"	1
"chr2"	149542314	149542314	1	"+"	1
"chr2"	152319733	152319733	1	"+"	1
"chr2"	152319845	152319845	1	"+"	1
"chr2"	152321168	152321168	1	"+"	1
"chr2"	152331507	152331507	1	"+"	1
"chr2"	152569212	152569212	1	"+"	1
"chr2"	159481753	159481753	1	"+"	1
"chr2"	160604451	160604451	1	"+"	1
"chr2"	160604950	160604950	1	"+"	1
"chr2"	162087609	162087609	1	"+"	1
"chr2"	170493503	170493503	1	"+"	1
"chr2"	170592497	170592497	1	"+"	1
"chr2"	175201966	175201966	1	"+"	1
"chr2"	175202541	175202541	1	"+"	1
"chr2"	176960393	176960393	1	"+"	1
"chr2"	176973741	176973741	1	"+"	1
"chr2"	176973827	176973827	1	"+"	1
"chr2"	176973982	176973982	1	"+"	1
"chr2"	176974014	176974014	1	"+"	1
"chr2"	176974053	176974053	1	"+"	1
"chr2"	176977026	176977026	1	"+"	1
"chr2"	176977501	176977501	1	"+"	1
"chr2"	176978121	176978121	1	"+"	1
"chr2"	176980844	176980844	1	"+"	1
"chr2"	176981202	176981202	1	"+"	1
"chr2"	176981529	176981529	1	"+"	1
"chr2"	176981694	176981694	1	"+"	1
"chr2"	176981927	176981927	1	"+"	1
"chr2"	176982020	176982020	1	"+"	1
"chr2"	176984037	176984037	1	"+"	1
"chr2"	176984376	176984376	1	"+"	1
"chr2"	176987444	176987444	1	"+"	1
"chr2"	176987564	176987564	1	"+"	1
"chr2"	176988899	176988899	1	"+"	1
"chr2"	177034174	177034174	1	"+"	1
"chr2"	178086376	178086376	1	"+"	1
"chr2"	179403754	179403754	1	"+"	1
"chr2"	179404243	179404243	1	"+"	1
"chr2"	179404465	179404465	1	"+"	1
"chr2"	182780186	182780186	1	"+"	1
"chr2"	182780957	182780957	1	"+"	1
"chr2"	183641957	183641957	1	"+"	1
"chr2"	190532094	190532094	1	"+"	1
"chr2"	198571352	198571352	1	"+"	1
"chr2"	198571906	198571906	1	"+"	1
"chr2"	203424748	203424748	1	"+"	1
"chr2"	207174078	207174078	1	"+"	1
"chr2"	207482538	207482538	1	"+"	1
"chr2"	207631558	207631558	1	"+"	1
"chr2"	208461822	208461822	1	"+"	1
"chr2"	208461896	208461896	1	"+"	1
"chr2"	208462017	208462017	1	"+"	1
"chr2"	209220054	209220054	1	"+"	1
"chr2"	217363581	217363581	1	"+"	1
"chr2"	219137514	219137514	1	"+"	1
"chr2"	219269168	219269168	1	"+"	1
"chr2"	220047137	220047137	1	"+"	1
"chr2"	224824443	224824443	1	"+"	1
"chr2"	227701261	227701261	1	"+"	1
"chr2"	227860630	227860630	1	"+"	1
"chr2"	233207873	233207873	1	"+"	1
"chr2"	233721585	233721585	1	"+"	1
"chr2"	237032966	237032966	1	"+"	1
"chr2"	241048645	241048645	1	"+"	1
"chr2"	242612150	242612150	1	"+"	1
"chr2"	242664672	242664672	1	"+"	1
"chr2"	242664758	242664758	1	"+"	1
"chr2"	242664823	242664823	1	"+"	1
"chr2"	242665074	242665074	1	"+"	1
"chr2"	1637901	1637901	1	"-"	1
"chr2"	3593285	3593285	1	"-"	1
"chr2"	8870629	8870629	1	"-"	1
"chr2"	8871044	8871044	1	"-"	1
"chr2"	9770572	9770572	1	"-"	1
"chr2"	10712035	10712035	1	"-"	1
"chr2"	10924226	10924226	1	"-"	1
"chr2"	10924314	10924314	1	"-"	1
"chr2"	11323342	11323342	1	"-"	1
"chr2"	20401591	20401591	1	"-"	1
"chr2"	24253733	24253733	1	"-"	1
"chr2"	24261631	24261631	1	"-"	1
"chr2"	24261724	24261724	1	"-"	1
"chr2"	24290608	24290608	1	"-"	1
"chr2"	25042454	25042454	1	"-"	1
"chr2"	25141384	25141384	1	"-"	1
"chr2"	25965187	25965187	1	"-"	1
"chr2"	25966176	25966176	1	"-"	1
"chr2"	25966395	25966395	1	"-"	1
"chr2"	27531474	27531474	1	"-"	1
"chr2"	27532610	27532610	1	"-"	1
"chr2"	27549379	27549379	1	"-"	1
"chr2"	27600450	27600450	1	"-"	1
"chr2"	27607784	27607784	1	"-"	1
"chr2"	27607877	27607877	1	"-"	1
"chr2"	27876449	27876449	1	"-"	1
"chr2"	36712423	36712423	1	"-"	1
"chr2"	37454841	37454841	1	"-"	1
"chr2"	37455282	37455282	1	"-"	1
"chr2"	37455609	37455609	1	"-"	1
"chr2"	37543563	37543563	1	"-"	1
"chr2"	37873079	37873079	1	"-"	1
"chr2"	39088490	39088490	1	"-"	1
"chr2"	39088735	39088735	1	"-"	1
"chr2"	39212477	39212477	1	"-"	1
"chr2"	39213042	39213042	1	"-"	1
"chr2"	39250132	39250132	1	"-"	1
"chr2"	39963881	39963881	1	"-"	1
"chr2"	42578048	42578048	1	"-"	1
"chr2"	43451306	43451306	1	"-"	1
"chr2"	43452248	43452248	1	"-"	1
"chr2"	48035300	48035300	1	"-"	1
"chr2"	51138167	51138167	1	"-"	1
"chr2"	55199505	55199505	1	"-"	1
"chr2"	55522801	55522801	1	"-"	1
"chr2"	58386671	58386671	1	"-"	1
"chr2"	60687789	60687789	1	"-"	1
"chr2"	61765084	61765084	1	"-"	1
"chr2"	61765122	61765122	1	"-"	1
"chr2"	64863425	64863425	1	"-"	1
"chr2"	65540635	65540635	1	"-"	1
"chr2"	65541074	65541074	1	"-"	1
"chr2"	66654239	66654239	1	"-"	1
"chr2"	69693330	69693330	1	"-"	1
"chr2"	70524277	70524277	1	"-"	1
"chr2"	70524515	70524515	1	"-"	1
"chr2"	73302613	73302613	1	"-"	1
"chr2"	74709046	74709046	1	"-"	1
"chr2"	75937960	75937960	1	"-"	1
"chr2"	85553783	85553783	1	"-"	1
"chr2"	86253603	86253603	1	"-"	1
"chr2"	95814410	95814410	1	"-"	1
"chr2"	95815668	95815668	1	"-"	1
"chr2"	96852334	96852334	1	"-"	1
"chr2"	96919162	96919162	1	"-"	1
"chr2"	97260221	97260221	1	"-"	1
"chr2"	97526256	97526256	1	"-"	1
"chr2"	97526417	97526417	1	"-"	1
"chr2"	99217108	99217108	1	"-"	1
"chr2"	100055393	100055393	1	"-"	1
"chr2"	100055458	100055458	1	"-"	1
"chr2"	101008650	101008650	1	"-"	1
"chr2"	101009232	101009232	1	"-"	1
"chr2"	101009753	101009753	1	"-"	1
"chr2"	105883342	105883342	1	"-"	1
"chr2"	120975686	120975686	1	"-"	1
"chr2"	122096016	122096016	1	"-"	1
"chr2"	128065188	128065188	1	"-"	1
"chr2"	128262928	128262928	1	"-"	1
"chr2"	128464032	128464032	1	"-"	1
"chr2"	128604189	128604189	1	"-"	1
"chr2"	128604286	128604286	1	"-"	1
"chr2"	128604372	128604372	1	"-"	1
"chr2"	128605517	128605517	1	"-"	1
"chr2"	128622487	128622487	1	"-"	1
"chr2"	128631526	128631526	1	"-"	1
"chr2"	128699211	128699211	1	"-"	1
"chr2"	128699402	128699402	1	"-"	1
"chr2"	129023421	129023421	1	"-"	1
"chr2"	130909856	130909856	1	"-"	1
"chr2"	131805949	131805949	1	"-"	1
"chr2"	133019457	133019457	1	"-"	1
"chr2"	133033377	133033377	1	"-"	1
"chr2"	136598373	136598373	1	"-"	1
"chr2"	139783525	139783525	1	"-"	1
"chr2"	143848670	143848670	1	"-"	1
"chr2"	149639423	149639423	1	"-"	1
"chr2"	152976983	152976983	1	"-"	1
"chr2"	160092591	160092591	1	"-"	1
"chr2"	165551159	165551159	1	"-"	1
"chr2"	172965248	172965248	1	"-"	1
"chr2"	174774767	174774767	1	"-"	1
"chr2"	174819778	174819778	1	"-"	1
"chr2"	178096609	178096609	1	"-"	1
"chr2"	180604239	180604239	1	"-"	1
"chr2"	200136448	200136448	1	"-"	1
"chr2"	200136696	200136696	1	"-"	1
"chr2"	200797854	200797854	1	"-"	1
"chr2"	203071606	203071606	1	"-"	1
"chr2"	204304737	204304737	1	"-"	1
"chr2"	204304826	204304826	1	"-"	1
"chr2"	206869201	206869201	1	"-"	1
"chr2"	206869293	206869293	1	"-"	1
"chr2"	206869818	206869818	1	"-"	1
"chr2"	215645310	215645310	1	"-"	1
"chr2"	215645459	215645459	1	"-"	1
"chr2"	219129141	219129141	1	"-"	1
"chr2"	219506950	219506950	1	"-"	1
"chr2"	219507344	219507344	1	"-"	1
"chr2"	219507715	219507715	1	"-"	1
"chr2"	219528813	219528813	1	"-"	1
"chr2"	220404129	220404129	1	"-"	1
"chr2"	220404439	220404439	1	"-"	1
"chr2"	220405036	220405036	1	"-"	1
"chr2"	225338913	225338913	1	"-"	1
"chr2"	230632367	230632367	1	"-"	1
"chr2"	230723629	230723629	1	"-"	1
"chr2"	232319812	232319812	1	"-"	1
"chr2"	232325126	232325126	1	"-"	1
"chr2"	235404950	235404950	1	"-"	1
"chr2"	240473998	240473998	1	"-"	1
"chr2"	240505064	240505064	1	"-"	1
"chr2"	241070330	241070330	1	"-"	1
"chr2"	241790812	241790812	1	"-"	1
"chr2"	242066035	242066035	1	"-"	1
"chr2"	242192437	242192437	1	"-"	1
"chr2"	242202151	242202151	1	"-"	1
"chr2"	242573052	242573052	1	"-"	1
"chr2"	242573230	242573230	1	"-"	1
"chr2"	242573430	242573430	1	"-"	1
"chr2"	242674372	242674372	1	"-"	1
"chr20"	278952	278952	1	"+"	1
"chr20"	307365	307365	1	"+"	1
"chr20"	307434	307434	1	"+"	1
"chr20"	308740	308740	1	"+"	1
"chr20"	309349	309349	1	"+"	1
"chr20"	377411	377411	1	"+"	1
"chr20"	2097498	2097498	1	"+"	1
"chr20"	2097568	2097568	1	"+"	1
"chr20"	2124953	2124953	1	"+"	1
"chr20"	2637597	2637597	1	"+"	1
"chr20"	2638952	2638952	1	"+"	1
"chr20"	3028508	3028508	1	"+"	1
"chr20"	3628494	3628494	1	"+"	1
"chr20"	4472852	4472852	1	"+"	1
"chr20"	4679961	4679961	1	"+"	1
"chr20"	4680306	4680306	1	"+"	1
"chr20"	4680912	4680912	1	"+"	1
"chr20"	10604383	10604383	1	"+"	1
"chr20"	11903766	11903766	1	"+"	1
"chr20"	11904228	11904228	1	"+"	1
"chr20"	11904296	11904296	1	"+"	1
"chr20"	12777106	12777106	1	"+"	1
"chr20"	16553910	16553910	1	"+"	1
"chr20"	17950481	17950481	1	"+"	1
"chr20"	17950742	17950742	1	"+"	1
"chr20"	17950780	17950780	1	"+"	1
"chr20"	17970911	17970911	1	"+"	1
"chr20"	18550023	18550023	1	"+"	1
"chr20"	23061321	23061321	1	"+"	1
"chr20"	23335070	23335070	1	"+"	1
"chr20"	25206434	25206434	1	"+"	1
"chr20"	25206491	25206491	1	"+"	1
"chr20"	25206755	25206755	1	"+"	1
"chr20"	25388480	25388480	1	"+"	1
"chr20"	30136265	30136265	1	"+"	1
"chr20"	30136862	30136862	1	"+"	1
"chr20"	30157308	30157308	1	"+"	1
"chr20"	30754641	30754641	1	"+"	1
"chr20"	30822647	30822647	1	"+"	1
"chr20"	30920257	30920257	1	"+"	1
"chr20"	31021367	31021367	1	"+"	1
"chr20"	31022674	31022674	1	"+"	1
"chr20"	31022729	31022729	1	"+"	1
"chr20"	31023396	31023396	1	"+"	1
"chr20"	31024629	31024629	1	"+"	1
"chr20"	31024735	31024735	1	"+"	1
"chr20"	31024951	31024951	1	"+"	1
"chr20"	33128504	33128504	1	"+"	1
"chr20"	34092721	34092721	1	"+"	1
"chr20"	34535565	34535565	1	"+"	1
"chr20"	34827878	34827878	1	"+"	1
"chr20"	34828305	34828305	1	"+"	1
"chr20"	34828482	34828482	1	"+"	1
"chr20"	34844688	34844688	1	"+"	1
"chr20"	35240628	35240628	1	"+"	1
"chr20"	36718412	36718412	1	"+"	1
"chr20"	37580751	37580751	1	"+"	1
"chr20"	39751998	39751998	1	"+"	1
"chr20"	42331191	42331191	1	"+"	1
"chr20"	42334116	42334116	1	"+"	1
"chr20"	42344855	42344855	1	"+"	1
"chr20"	43535256	43535256	1	"+"	1
"chr20"	43703937	43703937	1	"+"	1
"chr20"	44038801	44038801	1	"+"	1
"chr20"	44038869	44038869	1	"+"	1
"chr20"	44511394	44511394	1	"+"	1
"chr20"	44576348	44576348	1	"+"	1
"chr20"	48807959	48807959	1	"+"	1
"chr20"	48808706	48808706	1	"+"	1
"chr20"	48808874	48808874	1	"+"	1
"chr20"	48808977	48808977	1	"+"	1
"chr20"	49576629	49576629	1	"+"	1
"chr20"	54978632	54978632	1	"+"	1
"chr20"	54978815	54978815	1	"+"	1
"chr20"	55953253	55953253	1	"+"	1
"chr20"	55983127	55983127	1	"+"	1
"chr20"	57019795	57019795	1	"+"	1
